unit_id	source_id	kind	label	source_location	source_data	route	action	search_key	mapping_hint	mapping_record
FC05-C08-U073	FC05	Construction — Sheaf Cohomology 8.6.15	Construction — Sheaf Cohomology 8.6.15	§8.6 Canonical Resolutions; pp. 278–285; L8321	For sheaves of abelian groups on X, T(F)=∏_{x∈X}x_*(F_x) is the triple arising from the stalk/skyscraper adjunction. Its canonical cosimplicial resolution is the Godement resolution and consists of Γ-acyclic sheaves, so it computes sheaf cohomology.	unmatched	author	Sheaf Cohomology 8.6.15	Godement cosimplicial resolution remains unmatched after Lean/Rocq search [negative-search-complete]	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U075	FC05	Definition 8.7.1	Definition 8.7.1	§8.7 Cotriple Homology; pp. 286–293; L8349	For a cotriple ⊥ and coefficient functor E to an abelian category, cotriple homology is H_n(A;E)=π_n E(⊥_*A), equivalently homology of the associated normalized/unnormalized chain complex.	unmatched	author	For a cotriple ⊥ and coefficient functor E to an abelian category, cotriple homology is H_n(A;E)=π_n E(⊥_*A), equivalently homology of the associated normalized/unnormalized chain complex.	canonical cotriple homology remains unmatched after Barr--Beck/comonad search [negative-search-complete]	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U076	FC05	Definition — triple cohomology	Definition — triple cohomology	§8.7 Cotriple Homology; pp. 286–293; L8357	Dually, a triple T and covariant coefficient functor E define triple cohomology H^n(C;E)=π^n E(T^{*+1}C), computed by the associated cochain complex.	unmatched	author	triple cohomology	canonical triple cohomology remains unmatched after monad/cosimplicial search [negative-search-complete]	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U077	FC05	Definition — cotriple cohomology for contravariant coefficients	Definition — cotriple cohomology for contravariant coefficients	§8.7 Cotriple Homology; pp. 286–293; L8365	For a contravariant coefficient functor E on a category with cotriple ⊥, E(⊥_*A) is cosimplicial and its cohomotopy groups define cotriple cohomology H^n(A;E).	unmatched	author	cotriple cohomology for contravariant coefficients	cotriple cohomology with contravariant coefficients remains unmatched through the canonical-resolution gap [negative-search-complete]	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U079	FC05	Definition 8.7.3	Definition 8.7.3	§8.7 Cotriple Homology; pp. 286–293; L8379	A theory of ⊥-left derived functors assigns functors L_nE, augmentation in degree zero, and connecting morphisms for ⊥-exact sequences, satisfying the Barr–Beck axioms.	project-existing	reuse	A theory of ⊥-left derived functors assigns functors L_nE, augmentation in degree zero, and connecting morphisms for ⊥-exact sequences, satisfying the Barr–Beck axioms.	exact Barr–Beck theory of cotriple-left derived functors	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U081	FC05	Definition 8.7.5	Definition 8.7.5	§8.7 Cotriple Homology; pp. 286–293; L8395	For k→R, relative Tor is cotriple homology for the base-change cotriple: Tor_p^R/k(M,N)=π_p((⊥_*M)⊗*R N), equivalently the homology of the displayed two-sided bar complex. Relative Ext is the corresponding cotriple cohomology Ext_R/k^p(M,N)=π^p Hom_R(⊥M,N)	unmatched	author	For k→R, relative Tor is cotriple homology for the base-change cotriple: Tor_p^R/k(M,N)=π_p((⊥_*M)⊗*R N), equivalently the homology of the displayed two-sided bar complex. Relative Ext is the corresponding cotriple cohomology Ext_R/k^p(M,N)=π^p Hom_R(⊥M,N)	canonical relative Tor/Ext via the base-change cotriple remains unmatched [negative-search-complete]	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U083	FC05	Definition 8.7.7	Definition 8.7.7	§8.7 Cotriple Homology; pp. 286–293; L8443	A chain complex P_* of R-modules is k-split when its underlying complex of k-modules is split exact; an augmented resolution P_*→M is k-split when its augmented underlying k-complex is split exact.	project-existing	reuse	A chain complex P_* of R-modules is k-split when its underlying complex of k-modules is split exact; an augmented resolution P_*→M is k-split when its augmented underlying k-complex is split exact.	exact k-split complexes and augmented-resolution predicate	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U085	FC05	Definition — k-split cotriple-projective resolution	Definition — k-split cotriple-projective resolution	§8.7 Cotriple Homology; pp. 286–293; L8453	A k-split ⊥-projective resolution P_*→M is a resolution by ⊥-projective modules whose augmented chain complex is split exact over k.	project-existing	reuse	k-split cotriple-projective resolution	exact k-split cotriple-projective resolution data	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U092	FC05	Definition — relatively flat module	Definition — relatively flat module	§8.7 Cotriple Homology; pp. 286–293; L8543	A right R-module P is relatively flat if P⊗*R N is exact for every k-split exact sequence N_* of left R-modules; equivalently Tor_n^R/k(P,N)=0 for n>0 and all left R-modules N	project-existing	reuse	relatively flat module	[definition-only] relative flatness tensor-exactness predicate has a source-faithful project owner	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U096	FC05	Convention — §8.8 fixes k and the category of commutative k-algebras	Convention — §8.8 fixes k and the category of commutative k-algebras	§8.8 André-Quillen Homology and Cohomology; pp. 294–299; L8589	Fix a commutative ring k and work in the category of commutative k-algebras for §8.8.	mathlib	reuse	§8.8 fixes k and the category of commutative k-algebras	exact category of commutative k-algebras	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U097	FC05	Definition 8.8.1	Definition 8.8.1	§8.8 André-Quillen Homology and Cohomology; pp. 294–299; L8591	Defines the Kähler differential module Ω_R/k by generators dr and the additivity/Leibniz relations; also defines k-derivations D:R→M and the R-module Der_k(R,M)	mathlib	reuse	Defines the Kähler differential module Ω_R/k by generators dr and the additivity/Leibniz relations; also defines k-derivations D:R→M and the R-module Der_k(R,M)	exact Kähler differentials and universal derivation	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U098	FC05	Definitions 8.8.2	Definitions 8.8.2	§8.8 André-Quillen Homology and Cohomology; pp. 294–299; L8605	Defines André-Quillen cohomology D^n(R/k,M)=π^n Der_k(⊥R,M), the cotangent complex L_R/k=[n↦R⊗*⊥*nRΩ*⊥_nR/k], and André-Quillen homology D_n(R/k,M)=π_n(M⊗_R L_R/k)	unmatched	author	Defines André-Quillen cohomology D^n(R/k,M)=π^n Der_k(⊥R,M), the cotangent complex L_R/k=[n↦R⊗*⊥*nRΩ*⊥_nR/k], and André-Quillen homology D_n(R/k,M)=π_n(M⊗_R L_R/k)	canonical André–Quillen cotangent/cochain constructions remain unmatched after ecosystem search [negative-search-complete]	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C08-U099	FC05	Definition/comparison — simplicial polynomial resolutions compute André-Quillen theory	Definition/comparison — simplicial polynomial resolutions compute André-Quillen theory	§8.8 André-Quillen Homology and Cohomology; pp. 294–299; L8647	A simplicial polynomial resolution P_*→R has each P_n polynomial over k and is aspherical on underlying simplicial sets. Such a resolution is simplicially homotopy equivalent to the canonical cotriple resolution and computes André–Quillen (co)homology and the cotangent complex.	project-existing	reuse	/comparison — simplicial polynomial resolutions compute André-Quillen theory	[definition-only] simplicial polynomial resolution predicate has a source-faithful project owner	chapter-8-simplicial-methods-in-homological-algebra-fc05.md
FC05-C09-U001	FC05	Convention — chapter-wide tensor-product notation over the fixed commutative ring k	Convention — chapter-wide tensor-product notation over the fixed commutative ring k	Ch. 9 preamble Hochschild and Cyclic Homology; pp. 300; L8739	Fix a commutative base ring k. Throughout Chapter 9, tensor products are over k unless otherwise indicated, and R^{⊗n} denotes the n-fold tensor power.	mathlib	reuse	chapter-wide tensor-product notation over the fixed commutative ring k	exact n-fold tensor-power convention	chapter-9-hochschild-and-cyclic-homology-fc05.md
FC05-C09-U002	FC05	Definition/construction 9.1.1	Definition/construction 9.1.1	§9.1 Hochschild Homology and Cohomology of Algebras; pp. 300–305; L8743	For a k-algebra R and R-bimodule M, defines the standard simplicial Hochschild module M⊗R^⊗*, Hochschild homology H_n(R,M)=π_n(M⊗R^⊗*), the dual cosimplicial module Hom_k(R^⊗*,M), and Hochschild cohomology H^n(R,M)=π^n Hom_k(R^⊗*,M)	unmatched	author	For a k-algebra R and R-bimodule M, defines the standard simplicial Hochschild module M⊗R^⊗*, Hochschild homology H_n(R,M)=π_n(M⊗R^⊗*), the dual cosimplicial module Hom_k(R^⊗*,M), and Hochschild cohomology H^n(R,M)=π^n Hom_k(R^⊗*,M)	standard Hochschild simplicial/cosimplicial objects remain unmatched after exhaustive ecosystem search [negative-search-complete]	chapter-9-hochschild-and-cyclic-homology-fc05.md
FC05-C09-U004	FC05	Definition/construction — enveloping algebra R^e and bimodules as R^e-modules	Definition/construction — enveloping algebra R^e and bimodules as R^e-modules	§9.1 Hochschild Homology and Cohomology of Algebras; pp. 300–305; L8809	For a k-algebra R, the enveloping algebra is R^e=R⊗_k R^op. R-bimodules are equivalently left R^e-modules, with (r⊗s^op)m=rms.	mathlib	reuse	/construction — enveloping algebra R^e and bimodules as R^e-modules	enveloping algebra and its canonical bimodule action are native tensor-product algebra structures	chapter-9-hochschild-and-cyclic-homology-fc05.md
FC05-C09-U012	FC05	Definition — derivations and principal derivations	Definition — derivations and principal derivations	§9.2 Derivations, Differentials, and Separable Algebras; pp. 306–310; L8943	A k-derivation f:R→M satisfies f(rs)=r f(s)+f(r)s. Principal derivations are f_m(r)=rm-mr; write Der_k(R,M) and PDer_k(R,M) for the respective modules.	project-existing	reuse	derivations and principal derivations	asymmetric bimodule-valued derivations/principal derivations are genuine project-owned source data	chapter-9-hochschild-and-cyclic-homology-fc05.md
FC05-C09-U016	FC05	Construction/comparison — Alternate Calculation 9.2.4	Construction/comparison — Alternate Calculation 9.2.4	§9.2 Derivations, Differentials, and Separable Algebras; pp. 306–310; L8977	Let I=ker(R⊗_kR→R), where multiplication is the map. The k-split exact sequence 0→I→R^e→R→0 gives an alternative low-degree Hochschild calculation and identifies the universal derivation class in I/I^2.	project-existing	reuse	/comparison — Alternate Calculation 9.2.4	[definition-only] enveloping multiplication, augmentation ideal, and k-linear splitting are source-faithful project constructions	chapter-9-hochschild-and-cyclic-homology-fc05.md
FC05-C09-U020	FC05	Definition — finite-dimensional separable k-algebra	Definition — finite-dimensional separable k-algebra	§9.2 Derivations, Differentials, and Separable Algebras; pp. 306–310; L9041	A finite-dimensional semisimple k-algebra R is separable when R⊗_kℓ remains semisimple for every field extension ℓ/k.	mathlib	reuse	finite-dimensional separable k-algebra	exact finite-dimensional separable-algebra predicate assembled from pinned atoms	chapter-9-hochschild-and-cyclic-homology-fc05.md
FC05-C09-U026	FC05	Definition/construction — square-zero (Hochschild) extensions, factor sets, and equivalence	Definition/construction — square-zero (Hochschild) extensions, factor sets, and equivalence	§9.3 H², Extensions, and Smooth Algebras; pp. 311–318; L9108	A square-zero extension of R by an R-bimodule M is a surjection E→R with square-zero kernel identified with M; it is Hochschild when 0→M→E→R→0 is k-split. A splitting gives a factor set f:R⊗R→M satisfying the Hochschild 2-cocycle identity, and equivalent splittings/extensions change f by a coboundary	project-existing	reuse	/construction — square-zero (Hochschild) extensions, factor sets, and equivalence	[definition-only] square-zero Hochschild extensions, splittings, factor sets, and extension equivalence have source-faithful project owners	chapter-9-hochschild-and-cyclic-homology-fc05.md
FC05-C09-U028	FC05	Definition — symmetric bimodules, symmetric factor sets, and H_s^2	Definition — symmetric bimodules, symmetric factor sets, and H_s^2	§9.3 H², Extensions, and Smooth Algebras; pp. 311–318; L9140	For commutative R, a bimodule is symmetric when rm=mr; commutative Hochschild extensions have symmetric factor sets f(r,s)=f(s,r). The source writes H_s^2(R,M) for the submodule of H^2(R,M) represented by symmetric factor sets	unmatched	author	symmetric bimodules, symmetric factor sets, and H_s^2	symmetric Hochschild `H_s²` submodule remains unmatched after Hochschild/Harrison search [negative-search-complete]	chapter-9-hochschild-and-cyclic-homology-fc05.md
FC05-C09-U031	FC05	Definition 9.3.2	Definition 9.3.2	§9.3 H², Extensions, and Smooth Algebras; pp. 311–318; L9150	A k-algebra R is quasi-free if every map R→T lifts across every square-zero extension E→T of k-algebras; free associative k-algebras are quasi-free.	project-existing	reuse	A k-algebra R is quasi-free if every map R→T lifts across every square-zero extension E→T of k-algebras; free associative k-algebras are quasi-free.	[definition-only] quasi-free associative algebra predicate has a source-faithful project owner	chapter-9-hochschild-and-cyclic-homology-fc05.md
FC05-C09-U034	FC05	Convention — §9.3.1 restricts to commutative algebras	Convention — §9.3.1 restricts to commutative algebras	§9.3 H², Extensions, and Smooth Algebras; pp. 311–318; L9174	From §9.3.1 onward in this subsection, all algebras under consideration are commutative.	mathlib	reuse	§9.3.1 restricts to commutative algebras	exact commutative-algebra convention	chapter-9-hochschild-and-cyclic-homology-fc05.md
